trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
3619615,2695,2016-11-30,Credit,Interest Credit,122,34684.20,Interest Credited,,
3678933,6930,2016-11-30,Credit,Interest Credit,243,63757.20,Interest Credited,,
3673349,5891,2016-11-30,Credit,Interest Credit,193,39035.00,Interest Credited,,
3675974,6363,2016-11-30,Credit,Interest Credit,137,36852.30,Interest Credited,,
3677731,6701,2016-11-30,Credit,Interest Credit,135,27697.00,Interest Credited,,
3680262,7123,2016-11-30,Credit,Interest Credit,283,73454.20,Interest Credited,,
3675345,6273,2016-11-30,Credit,Interest Credit,164,24794.80,Interest Credited,,
3673671,5952,2016-11-30,Credit,Interest Credit,319,81400.50,Interest Credited,,
3676276,6425,2016-11-30,Credit,Interest Credit,124,25127.80,Interest Credited,,
3675090,6226,2016-11-30,Credit,Interest Credit,243,61896.50,Interest Credited,,
3682922,10451,2016-11-30,Credit,Interest Credit,128,36523.50,Interest Credited,,
3677032,6555,2016-11-30,Credit,Interest Credit,127,27676.40,Interest Credited,,
3680726,7190,2016-11-30,Credit,Interest Credit,113,29548.20,Interest Credited,,
3680373,7133,2016-11-30,Credit,Interest Credit,82,22609.60,Interest Credited,,
3673982,6030,2016-11-30,Credit,Interest Credit,155,39708.00,Interest Credited,,
3682688,9337,2016-11-30,Credit,Interest Credit,196,58375.40,Interest Credited,,
3674050,6040,2016-11-30,Credit,Interest Credit,176,39664.40,Interest Credited,,
2350017,7753,2016-11-30,Withdrawal,Withdrawal in cash,15,37453.00,Payment on Statement,,
2357075,7774,2016-11-30,Withdrawal,Withdrawal in cash,100,55686.10,Payment on Statement,,
2733212,9041,2016-11-30,Withdrawal,Withdrawal in cash,15,44190.30,Payment on Statement,,
2715895,8982,2016-11-30,Withdrawal,Withdrawal in cash,15,58298.70,Payment on Statement,,
2730961,9034,2016-11-30,Withdrawal,Withdrawal in cash,15,35752.80,Payment on Statement,,
2699946,8934,2016-11-30,Withdrawal,Withdrawal in cash,15,47288.70,Payment on Statement,,
3438362,574,2016-11-30,Credit,Interest Credit,244,61254.60,Interest Credited,,
3438267,562,2016-11-30,Credit,Interest Credit,137,31348.40,Interest Credited,,
3439365,774,2016-11-30,Credit,Interest Credit,146,62124.50,Interest Credited,,
3438850,701,2016-11-30,Credit,Interest Credit,102,24290.50,Interest Credited,,
3438783,699,2016-11-30,Credit,Interest Credit,199,28069.80,Interest Credited,,
3437356,381,2016-11-30,Credit,Interest Credit,168,41122.50,Interest Credited,,
3437906,523,2016-11-30,Credit,Interest Credit,124,30804.00,Interest Credited,,
3439048,730,2016-11-30,Credit,Interest Credit,283,50766.80,Interest Credited,,
3437491,419,2016-11-30,Credit,Interest Credit,13,13212.80,Interest Credited,,
3438677,624,2016-11-30,Credit,Interest Credit,119,38067.00,Interest Credited,,
3439689,942,2016-11-30,Credit,Interest Credit,91,23873.40,Interest Credited,,
3438033,540,2016-11-30,Credit,Interest Credit,34,14136.60,Interest Credited,,
3437705,433,2016-11-30,Credit,Interest Credit,46,65870.70,Interest Credited,,
3437643,432,2016-11-30,Credit,Interest Credit,131,31554.40,Interest Credited,,
3438101,551,2016-11-30,Credit,Interest Credit,98,24447.00,Interest Credited,,
3580913,1535,2016-11-30,Credit,Interest Credit,102,25604.10,Interest Credited,,
3580240,1513,2016-11-30,Credit,Interest Credit,141,37138.30,Interest Credited,,
3580000,1507,2016-11-30,Credit,Interest Credit,248,60422.30,Interest Credited,,
3580324,1515,2016-11-30,Credit,Interest Credit,201,43406.00,Interest Credited,,
3581152,1544,2016-11-30,Credit,Interest Credit,167,40905.40,Interest Credited,,
3581773,1565,2016-11-30,Credit,Interest Credit,23,13856.00,Interest Credited,,
3580844,1534,2016-11-30,Credit,Interest Credit,164,35068.40,Interest Credited,,
3581220,1545,2016-11-30,Credit,Interest Credit,151,34643.30,Interest Credited,,
3580984,1536,2016-11-30,Credit,Interest Credit,171,39615.90,Interest Credited,,
3581839,1566,2016-11-30,Credit,Interest Credit,226,55473.40,Interest Credited,,
3582083,1575,2016-11-30,Credit,Interest Credit,106,23694.90,Interest Credited,,
3579390,1487,2016-11-30,Credit,Interest Credit,18,11065.10,Interest Credited,,
3579553,1493,2016-11-30,Credit,Interest Credit,93,23466.20,Interest Credited,,
3579291,1485,2016-11-30,Credit,Interest Credit,188,49413.20,Interest Credited,,
3579145,1481,2016-11-30,Credit,Interest Credit,67,16574.70,Interest Credited,,
3579615,1495,2016-11-30,Credit,Interest Credit,89,24707.90,Interest Credited,,
3578981,1477,2016-11-30,Credit,Interest Credit,84,19693.30,Interest Credited,,
3579727,1497,2016-11-30,Credit,Interest Credit,125,30413.10,Interest Credited,,
3578910,1476,2016-11-30,Credit,Interest Credit,122,26420.30,Interest Credited,,
919323,3133,2016-11-30,Withdrawal,Withdrawal in cash,15,49618.90,Payment on Statement,,
963786,3284,2016-11-30,Withdrawal,Withdrawal in cash,15,25208.60,Payment on Statement,,
963385,3283,2016-11-30,Withdrawal,Withdrawal in cash,15,34748.40,Payment on Statement,,
961878,3277,2016-11-30,Withdrawal,Withdrawal in cash,15,52218.70,Payment on Statement,,
1066490,3644,2016-11-30,Withdrawal,Withdrawal in cash,15,21558.60,Payment on Statement,,
1068088,3649,2016-11-30,Withdrawal,Withdrawal in cash,15,40196.80,Payment on Statement,,
1730680,5868,2016-11-30,Withdrawal,Withdrawal in cash,15,20901.50,Payment on Statement,,
1736889,5891,2016-11-30,Withdrawal,Withdrawal in cash,15,39020.40,Payment on Statement,,
1779314,6034,2016-11-30,Withdrawal,Withdrawal in cash,30,121570.30,Payment on Statement,,
1779036,6034,2016-11-30,Credit,Credit in cash ,19803,121600.30,,,
44447,148,2016-11-30,Withdrawal,Withdrawal in cash,15,17827.90,Payment on Statement,,
48960,163,2016-11-30,Withdrawal,Withdrawal in cash,15,28092.60,Payment on Statement,,
50280,168,2016-11-30,Withdrawal,Withdrawal in cash,15,14302.80,Payment on Statement,,
49477,165,2016-11-30,Withdrawal,Withdrawal in cash,15,29234.30,Payment on Statement,,
23759,78,2016-11-30,Withdrawal,Withdrawal in cash,15,55868.30,Payment on Statement,,
25335,83,2016-11-30,Withdrawal,Withdrawal in cash,15,27386.40,Payment on Statement,,
26359,86,2016-11-30,Withdrawal,Withdrawal in cash,15,19548.70,Payment on Statement,,
29666,96,2016-11-30,Withdrawal,Withdrawal in cash,15,48468.50,Payment on Statement,,
32517,104,2016-11-30,Withdrawal,Withdrawal in cash,15,15939.50,Payment on Statement,,
38121,123,2016-11-30,Withdrawal,Withdrawal in cash,15,22651.40,Payment on Statement,,
35802,115,2016-11-30,Withdrawal,Withdrawal in cash,15,27562.80,Payment on Statement,,
35120,112,2016-11-30,Withdrawal,Withdrawal in cash,15,35259.40,Payment on Statement,,
37004,119,2016-11-30,Withdrawal,Withdrawal in cash,15,42275.90,Payment on Statement,,
42726,142,2016-11-30,Withdrawal,Withdrawal in cash,15,22132.40,Payment on Statement,,
41149,135,2016-11-30,Withdrawal,Withdrawal in cash,15,25889.50,Payment on Statement,,
39694,128,2016-11-30,Withdrawal,Withdrawal in cash,15,25037.60,Payment on Statement,,
899130,3064,2016-11-30,Withdrawal,Withdrawal in cash,15,32064.50,Payment on Statement,,
898612,3063,2016-11-30,Withdrawal,Withdrawal in cash,15,17236.50,Payment on Statement,,
895007,3050,2016-11-30,Withdrawal,Withdrawal in cash,15,53522.60,Payment on Statement,,
893882,3047,2016-11-30,Withdrawal,Withdrawal in cash,15,19517.20,Payment on Statement,,
499480,1701,2016-11-30,Withdrawal,Withdrawal in cash,15,22262.50,Payment on Statement,,
502559,1713,2016-11-30,Withdrawal,Withdrawal in cash,15,36775.80,Payment on Statement,,
498704,1699,2016-11-30,Withdrawal,Withdrawal in cash,15,21863.40,Payment on Statement,,
555684,1891,2016-11-30,Withdrawal,Withdrawal in cash,15,27077.00,Payment on Statement,,
554395,1887,2016-11-30,Withdrawal,Withdrawal in cash,15,33277.60,Payment on Statement,,
640430,2186,2016-11-30,Withdrawal,Withdrawal in cash,15,26335.60,Payment on Statement,,
641331,2189,2016-11-30,Withdrawal,Withdrawal in cash,15,40778.50,Payment on Statement,,
1781736,6040,2016-11-30,Withdrawal,Withdrawal in cash,15,39649.80,Payment on Statement,,
1779384,6034,2016-11-30,Withdrawal,Withdrawal in cash,34200,87370.30,,,
452177,1536,2016-11-30,Withdrawal,Withdrawal in cash,30,39585.90,Payment on Statement,,
453077,1539,2016-11-30,Withdrawal,Withdrawal in cash,100,9279.70,Payment on Statement,,
451260,1534,2016-11-30,Withdrawal,Withdrawal in cash,15,35053.80,Payment on Statement,,
451692,1535,2016-11-30,Withdrawal,Withdrawal in cash,15,25589.50,Payment on Statement,,
473091,1610,2016-11-30,Withdrawal,Withdrawal in cash,15,41823.40,Payment on Statement,,
474683,1617,2016-11-30,Withdrawal,Withdrawal in cash,15,29889.20,Payment on Statement,,
1109675,3788,2016-11-30,Withdrawal,Withdrawal in cash,15,39023.80,Payment on Statement,,
1108716,3786,2016-11-30,Withdrawal,Withdrawal in cash,15,21361.70,Payment on Statement,,
1108257,3785,2016-11-30,Withdrawal,Withdrawal in cash,15,43636.40,Payment on Statement,,
1109248,3787,2016-11-30,Withdrawal,Withdrawal in cash,15,44024.20,Payment on Statement,,
1107110,3781,2016-11-30,Withdrawal,Withdrawal in cash,15,41818.10,Payment on Statement,,
1167089,3999,2016-11-30,Withdrawal,Withdrawal in cash,15,37778.10,Payment on Statement,,
1176555,4034,2016-11-30,Withdrawal,Withdrawal in cash,15,24903.00,Payment on Statement,,
1167607,4000,2016-11-30,Withdrawal,Withdrawal in cash,2200,23418.50,,,
1167544,4000,2016-11-30,Withdrawal,Withdrawal in cash,15,23403.90,Payment on Statement,,
2069042,7011,2016-11-30,Withdrawal,Withdrawal in cash,50000,82028.70,,,
2068783,7011,2016-11-30,Credit,Credit in cash ,37077,131835.90,,,
2102967,7123,2016-11-30,Withdrawal,Withdrawal in cash,100,73354.20,Payment on Statement,,
2068980,7011,2016-11-30,Withdrawal,Withdrawal in cash,15,132028.70,Payment on Statement,,
3561101,928,2016-11-30,Credit,Interest Credit,98,23326.80,Interest Credited,,
3559800,892,2016-11-30,Credit,Interest Credit,118,24823.30,Interest Credited,,
3561695,943,2016-11-30,Credit,Interest Credit,77,18433.50,Interest Credited,,
3558487,860,2016-11-30,Credit,Interest Credit,118,27548.20,Interest Credited,,
3559538,886,2016-11-30,Credit,Interest Credit,169,32036.60,Interest Credited,,
3559707,890,2016-11-30,Credit,Interest Credit,131,31459.10,Interest Credited,,
3559472,885,2016-11-30,Credit,Interest Credit,207,42266.50,Interest Credited,,
3559285,882,2016-11-30,Credit,Interest Credit,155,32763.70,Interest Credited,,
3558622,862,2016-11-30,Credit,Interest Credit,307,53263.40,Interest Credited,,
3560987,925,2016-11-30,Credit,Interest Credit,178,36192.10,Interest Credited,,
3559982,897,2016-11-30,Credit,Interest Credit,96,20398.70,Interest Credited,,
3558690,863,2016-11-30,Credit,Interest Credit,246,76182.20,Interest Credited,,
3560257,902,2016-11-30,Credit,Interest Credit,144,31443.60,Interest Credited,,
3561232,930,2016-11-30,Credit,Interest Credit,196,49743.60,Interest Credited,,
3558551,861,2016-11-30,Credit,Interest Credit,184,48935.20,Interest Credited,,
3561924,950,2016-11-30,Credit,Interest Credit,144,38631.70,Interest Credited,,
3561860,947,2016-11-30,Credit,Interest Credit,115,28316.60,Interest Credited,,
3558808,866,2016-11-30,Credit,Interest Credit,159,38951.90,Interest Credited,,
3561765,944,2016-11-30,Credit,Interest Credit,192,48513.50,Interest Credited,,
3561294,931,2016-11-30,Credit,Interest Credit,33,13943.80,Interest Credited,,
3560081,899,2016-11-30,Credit,Interest Credit,168,42424.40,Interest Credited,,
3561167,929,2016-11-30,Credit,Interest Credit,133,32903.10,Interest Credited,,
3559606,887,2016-11-30,Credit,Interest Credit,89,22110.70,Interest Credited,,
3560416,907,2016-11-30,Credit,Interest Credit,109,25600.90,Interest Credited,,
270863,928,2016-11-30,Withdrawal,Withdrawal in cash,15,23312.20,Payment on Statement,,
270072,925,2016-11-30,Withdrawal,Withdrawal in cash,15,36177.50,Payment on Statement,,
271292,929,2016-11-30,Withdrawal,Withdrawal in cash,15,32888.50,Payment on Statement,,
271357,929,2016-11-30,Withdrawal,Withdrawal in cash,6400,26488.50,,,
303341,1032,2016-11-30,Withdrawal,Withdrawal in cash,15,34152.90,Payment on Statement,,
299369,1019,2016-11-30,Withdrawal,Withdrawal in cash,15,32155.30,Payment on Statement,,
298805,1018,2016-11-30,Withdrawal,Withdrawal in cash,15,29932.50,Payment on Statement,,
298871,1018,2016-11-30,Withdrawal,Withdrawal in cash,2300,27632.50,,,
336878,1144,2016-11-30,Withdrawal,Withdrawal in cash,15,14433.60,Payment on Statement,,
332739,1132,2016-11-30,Withdrawal,Withdrawal in cash,26600,55863.90,,,
338122,1147,2016-11-30,Withdrawal,Withdrawal in cash,15,68779.60,Payment on Statement,,
337320,1145,2016-11-30,Withdrawal,Withdrawal in cash,15,15566.00,Payment on Statement,,
333608,1134,2016-11-30,Withdrawal,Withdrawal in cash,15,30481.40,Payment on Statement,,
332666,1132,2016-11-30,Withdrawal,Withdrawal in cash,30,55833.90,Payment on Statement,,
649900,2220,2016-11-30,Withdrawal,Withdrawal in cash,15,24118.30,Payment on Statement,,
650469,2222,2016-11-30,Withdrawal,Withdrawal in cash,15,70995.40,Payment on Statement,,
648348,2216,2016-11-30,Withdrawal,Withdrawal in cash,15,32734.70,Payment on Statement,,
649428,2219,2016-11-30,Withdrawal,Withdrawal in cash,15,12998.10,Payment on Statement,,
237885,813,2016-11-30,Withdrawal,Withdrawal in cash,15,34546.90,Payment on Statement,,
242496,830,2016-11-30,Withdrawal,Withdrawal in cash,15,58349.50,Payment on Statement,,
1077961,3682,2016-11-30,Withdrawal,Withdrawal in cash,15,30253.60,Payment on Statement,,
1075868,3675,2016-11-30,Withdrawal,Withdrawal in cash,15,32750.90,Payment on Statement,,
1074236,3670,2016-11-30,Withdrawal,Withdrawal in cash,15,18596.30,Payment on Statement,,
1075363,3674,2016-11-30,Withdrawal,Withdrawal in cash,15,13523.00,Payment on Statement,,
1076810,3678,2016-11-30,Withdrawal,Withdrawal in cash,15,22234.10,Payment on Statement,,
3454020,6897,2016-11-30,Credit,Interest Credit,461,29672.20,Interest Credited,,
3455276,8132,2016-11-30,Credit,Interest Credit,167,37351.20,Interest Credited,,
3453114,6051,2016-11-30,Credit,Interest Credit,95,25240.40,Interest Credited,,
3455693,8759,2016-11-30,Credit,Interest Credit,112,87447.80,Interest Credited,,
3454551,7445,2016-11-30,Credit,Interest Credit,186,46310.40,Interest Credited,,
3452750,5767,2016-11-30,Credit,Interest Credit,133,32946.70,Interest Credited,,
3456449,9203,2016-11-30,Credit,Interest Credit,41,7540.80,Interest Credited,,
3455948,8957,2016-11-30,Credit,Interest Credit,90,53438.00,Interest Credited,,
3453048,6034,2016-11-30,Credit,Interest Credit,291,101797.30,Interest Credited,,
3454964,7774,2016-11-30,Credit,Interest Credit,296,55786.10,Interest Credited,,
3452822,5868,2016-11-30,Credit,Interest Credit,103,20916.10,Interest Credited,,
3454352,7203,2016-11-30,Credit,Interest Credit,155,25409.30,Interest Credited,,
3453403,6281,2016-11-30,Credit,Interest Credit,127,24102.60,Interest Credited,,
3453828,6715,2016-11-30,Credit,Interest Credit,111,30738.20,Interest Credited,,
3452974,5984,2016-11-30,Credit,Interest Credit,40,15958.80,Interest Credited,,
3456560,9337,2016-11-30,Credit,Interest Credit,209,58179.30,Interest Credited,,
3454420,7231,2016-11-30,Credit,Interest Credit,109,13735.00,Interest Credited,,
3455878,8934,2016-11-30,Credit,Interest Credit,205,47124.20,Interest Credited,,
3452506,5700,2016-11-30,Credit,Interest Credit,127,33497.60,Interest Credited,,
3452216,5483,2016-11-30,Credit,Interest Credit,114,34851.70,Interest Credited,,
3453609,6473,2016-11-30,Credit,Interest Credit,221,78188.70,Interest Credited,,
3452680,5740,2016-11-30,Credit,Interest Credit,127,16282.20,Interest Credited,,
3452317,5546,2016-11-30,Credit,Interest Credit,196,48880.70,Interest Credited,,
3456098,9041,2016-11-30,Credit,Interest Credit,429,43788.40,Interest Credited,,
3454198,7011,2016-11-30,Credit,Interest Credit,207,132043.30,Interest Credited,,
3517993,10105,2016-11-30,Credit,Interest Credit,216,47017.90,Interest Credited,,
3520163,10320,2016-11-30,Credit,Interest Credit,261,61773.50,Interest Credited,,
3512804,9591,2016-11-30,Credit,Interest Credit,256,61232.30,Interest Credited,,
3513141,9635,2016-11-30,Credit,Interest Credit,2,11060.90,Interest Credited,,
3513445,9656,2016-11-30,Credit,Interest Credit,12,17622.20,Interest Credited,,
3520597,10364,2016-11-30,Credit,Interest Credit,142,33054.30,Interest Credited,,
3514124,9707,2016-11-30,Credit,Interest Credit,8,57537.00,Interest Credited,,
3511498,9472,2016-11-30,Credit,Interest Credit,198,41471.80,Interest Credited,,
3513211,9640,2016-11-30,Credit,Interest Credit,147,25482.20,Interest Credited,,
3509739,9265,2016-11-30,Credit,Interest Credit,103,20802.20,Interest Credited,,
3515265,9828,2016-11-30,Credit,Interest Credit,216,46585.90,Interest Credited,,
3515480,9869,2016-11-30,Credit,Interest Credit,146,38648.60,Interest Credited,,
3517612,10079,2016-11-30,Credit,Interest Credit,202,38126.70,Interest Credited,,
3510791,9403,2016-11-30,Credit,Interest Credit,253,43727.20,Interest Credited,,
3513972,9703,2016-11-30,Credit,Interest Credit,131,53009.00,Interest Credited,,
3510169,9337,2016-11-30,Credit,Interest Credit,136,57970.30,Interest Credited,,
3509930,9307,2016-11-30,Credit,Interest Credit,63,19251.60,Interest Credited,,
3515637,9883,2016-11-30,Credit,Interest Credit,110,26492.30,Interest Credited,,
3509520,9236,2016-11-30,Credit,Interest Credit,59,30376.50,Interest Credited,,
3515355,9833,2016-11-30,Credit,Interest Credit,244,46676.10,Interest Credited,,
3575200,1366,2016-11-30,Credit,Interest Credit,117,25639.20,Interest Credited,,
3575634,1378,2016-11-30,Credit,Interest Credit,204,42267.70,Interest Credited,,
3575423,1373,2016-11-30,Credit,Interest Credit,2,15312.10,Interest Credited,,
3578057,1449,2016-11-30,Credit,Interest Credit,93,25698.10,Interest Credited,,
3574577,1338,2016-11-30,Credit,Interest Credit,141,46623.70,Interest Credited,,
3577708,1440,2016-11-30,Credit,Interest Credit,76,22294.00,Interest Credited,,
3577291,1425,2016-11-30,Credit,Interest Credit,129,30025.90,Interest Credited,,
3577167,1422,2016-11-30,Credit,Interest Credit,112,25389.10,Interest Credited,,
3578216,1453,2016-11-30,Credit,Interest Credit,217,40931.60,Interest Credited,,
3574329,1332,2016-11-30,Credit,Interest Credit,173,41767.50,Interest Credited,,
3576818,1412,2016-11-30,Credit,Interest Credit,168,38015.50,Interest Credited,,
3576751,1411,2016-11-30,Credit,Interest Credit,151,36808.10,Interest Credited,,
3576686,1410,2016-11-30,Credit,Interest Credit,212,55099.50,Interest Credited,,
3576459,1404,2016-11-30,Credit,Interest Credit,250,44260.70,Interest Credited,,
3576358,1402,2016-11-30,Credit,Interest Credit,130,28718.60,Interest Credited,,
3576289,1401,2016-11-30,Credit,Interest Credit,61,20410.80,Interest Credited,,
3576196,1397,2016-11-30,Credit,Interest Credit,142,31947.00,Interest Credited,,
3575992,1392,2016-11-30,Credit,Interest Credit,200,38850.70,Interest Credited,,
3575810,1382,2016-11-30,Credit,Interest Credit,16,13214.50,Interest Credited,,
3578153,1451,2016-11-30,Credit,Interest Credit,109,29092.30,Interest Credited,,
3574505,1337,2016-11-30,Credit,Interest Credit,82,24559.00,Interest Credited,,
3574701,1345,2016-11-30,Credit,Interest Credit,43,23967.20,Interest Credited,,
3575745,1381,2016-11-30,Credit,Interest Credit,18,5075.60,Interest Credited,,
3577822,1442,2016-11-30,Credit,Interest Credit,172,36434.00,Interest Credited,,
1003446,3424,2016-11-30,Withdrawal,Withdrawal in cash,15,65492.60,Payment on Statement,,
1006205,3435,2016-11-30,Withdrawal,Withdrawal in cash,15,20407.50,Payment on Statement,,
1183338,4055,2016-11-30,Withdrawal,Withdrawal in cash,15,44652.00,Payment on Statement,,
1190884,4078,2016-11-30,Withdrawal,Withdrawal in cash,15,45573.00,Payment on Statement,,
1195473,4093,2016-11-30,Withdrawal,Withdrawal in cash,15,28760.30,Payment on Statement,,
3235722,10738,2016-11-30,Withdrawal,Withdrawal in cash,30,28206.30,Payment on Statement,,
3211475,10656,2016-11-30,Withdrawal,Withdrawal in cash,15,59233.60,Payment on Statement,,
142531,477,2016-11-30,Withdrawal,Withdrawal in cash,15,39690.20,Payment on Statement,,
145140,485,2016-11-30,Withdrawal,Withdrawal in cash,1600,31143.20,,,
145066,485,2016-11-30,Withdrawal,Withdrawal in cash,100,32743.20,Payment on Statement,,
174940,588,2016-11-30,Withdrawal,Withdrawal in cash,15,30815.10,Payment on Statement,,
342244,1161,2016-11-30,Withdrawal,Withdrawal in cash,15,27175.90,Payment on Statement,,
339621,1152,2016-11-30,Withdrawal,Withdrawal in cash,15,17324.30,Payment on Statement,,
340848,1157,2016-11-30,Withdrawal,Withdrawal in cash,15,27563.90,Payment on Statement,,
344023,1166,2016-11-30,Withdrawal,Withdrawal in cash,15,33089.90,Payment on Statement,,
129735,435,2016-11-30,Withdrawal,Withdrawal in cash,15,20434.00,Payment on Statement,,
132278,443,2016-11-30,Withdrawal,Withdrawal in cash,15,19346.10,Payment on Statement,,
133327,446,2016-11-30,Withdrawal,Withdrawal in cash,15,38927.60,Payment on Statement,,
139040,465,2016-11-30,Withdrawal,Withdrawal in cash,15,26193.40,Payment on Statement,,
136087,456,2016-11-30,Withdrawal,Withdrawal in cash,15,50993.50,Payment on Statement,,
137700,461,2016-11-30,Withdrawal,Withdrawal in cash,15,29094.70,Payment on Statement,,
973280,3316,2016-11-30,Withdrawal,Withdrawal in cash,15,39314.20,Payment on Statement,,
976548,3327,2016-11-30,Withdrawal,Withdrawal in cash,15,29233.90,Payment on Statement,,
604073,2056,2016-11-30,Withdrawal,Withdrawal in cash,15,65048.10,Payment on Statement,,
603930,2056,2016-11-30,Credit,Credit in cash ,39320,65062.70,,,
671678,2293,2016-11-30,Withdrawal,Withdrawal in cash,15,34793.70,Payment on Statement,,
673015,2298,2016-11-30,Withdrawal,Withdrawal in cash,20700,47299.60,,,
672950,2298,2016-11-30,Withdrawal,Withdrawal in cash,15,67999.60,Payment on Statement,,
776213,2647,2016-11-30,Withdrawal,Withdrawal in cash,15,34597.00,Payment on Statement,,
773870,2641,2016-11-30,Withdrawal,Withdrawal in cash,15,39550.00,Payment on Statement,,
773232,2639,2016-11-30,Withdrawal,Withdrawal in cash,15,38135.10,Payment on Statement,,
775514,2645,2016-11-30,Withdrawal,Withdrawal in cash,15,29748.50,Payment on Statement,,
3284395,10911,2016-11-30,Withdrawal,Withdrawal in cash,30,37465.40,Payment on Statement,,
538114,1830,2016-11-30,Withdrawal,Withdrawal in cash,15,18257.30,Payment on Statement,,
537706,1829,2016-11-30,Withdrawal,Withdrawal in cash,15,22792.60,Payment on Statement,,
569190,1937,2016-11-30,Withdrawal,Withdrawal in cash,15,23325.70,Payment on Statement,,
571491,1944,2016-11-30,Withdrawal,Withdrawal in cash,15,42934.40,Payment on Statement,,
1391985,4743,2016-11-30,Withdrawal,Withdrawal in cash,15,101601.10,Payment on Statement,,
1345077,4596,2016-11-30,Withdrawal,Withdrawal in cash,15,14425.20,Payment on Statement,,
1977844,6701,2016-11-30,Withdrawal,Withdrawal in cash,30,27667.00,Payment on Statement,,
3442758,1547,2016-11-30,Credit,Interest Credit,123,33367.90,Interest Credited,,
3441488,1236,2016-11-30,Credit,Interest Credit,109,26912.30,Interest Credited,,
3442238,1372,2016-11-30,Credit,Interest Credit,135,30659.30,Interest Credited,,
3441062,1157,2016-11-30,Credit,Interest Credit,112,27578.50,Interest Credited,,
3440364,1052,2016-11-30,Credit,Interest Credit,58,20566.90,Interest Credited,,
3441957,1334,2016-11-30,Credit,Interest Credit,109,27006.00,Interest Credited,,
3440237,1032,2016-11-30,Credit,Interest Credit,211,34167.50,Interest Credited,,
3441789,1305,2016-11-30,Credit,Interest Credit,121,32541.50,Interest Credited,,
3442601,1518,2016-11-30,Credit,Interest Credit,179,44316.90,Interest Credited,,
3440930,1147,2016-11-30,Credit,Interest Credit,284,68794.20,Interest Credited,,
3443191,1649,2016-11-30,Credit,Interest Credit,131,26646.90,Interest Credited,,
3441200,1180,2016-11-30,Credit,Interest Credit,158,38282.20,Interest Credited,,
3443380,1694,2016-11-30,Credit,Interest Credit,201,93203.70,Interest Credited,,
3440472,1065,2016-11-30,Credit,Interest Credit,141,30420.50,Interest Credited,,
3440169,1023,2016-11-30,Credit,Interest Credit,147,37754.60,Interest Credited,,
3443450,1713,2016-11-30,Credit,Interest Credit,181,36790.40,Interest Credited,,
3440569,1077,2016-11-30,Credit,Interest Credit,109,28526.20,Interest Credited,,
3656289,3808,2016-11-30,Credit,Interest Credit,208,52200.90,Interest Credited,,
3652977,3713,2016-11-30,Credit,Interest Credit,164,32204.90,Interest Credited,,
3655120,3775,2016-11-30,Credit,Interest Credit,28,28707.90,Interest Credited,,
3655255,3778,2016-11-30,Credit,Interest Credit,285,68638.90,Interest Credited,,
3653999,3745,2016-11-30,Credit,Interest Credit,281,68655.40,Interest Credited,,
3655757,3792,2016-11-30,Credit,Interest Credit,23,21492.70,Interest Credited,,
3654676,3760,2016-11-30,Credit,Interest Credit,268,47328.90,Interest Credited,,
3652736,3704,2016-11-30,Credit,Interest Credit,108,27282.90,Interest Credited,,
3655562,3785,2016-11-30,Credit,Interest Credit,193,43651.00,Interest Credited,,
3655400,3781,2016-11-30,Credit,Interest Credit,186,41832.70,Interest Credited,,
3655910,3796,2016-11-30,Credit,Interest Credit,179,34790.40,Interest Credited,,
3654283,3751,2016-11-30,Credit,Interest Credit,122,34709.90,Interest Credited,,
3653786,3738,2016-11-30,Credit,Interest Credit,166,42692.80,Interest Credited,,
3653224,3720,2016-11-30,Credit,Interest Credit,13,23040.80,Interest Credited,,
3654973,3771,2016-11-30,Credit,Interest Credit,387,59351.10,Interest Credited,,
3655632,3787,2016-11-30,Credit,Interest Credit,187,44038.80,Interest Credited,,
391733,1332,2016-11-30,Withdrawal,Withdrawal in cash,15,41752.90,Payment on Statement,,
393379,1337,2016-11-30,Withdrawal,Withdrawal in cash,1200,23359.00,,,
392435,1334,2016-11-30,Withdrawal,Withdrawal in cash,15,26991.40,Payment on Statement,,
393938,1338,2016-11-30,Withdrawal,Withdrawal in cash,15,46609.10,Payment on Statement,,
535068,1822,2016-11-30,Withdrawal,Withdrawal in cash,15,27237.70,Payment on Statement,,
533034,1815,2016-11-30,Withdrawal,Withdrawal in cash,15,33745.50,Payment on Statement,,
777888,2651,2016-11-30,Withdrawal,Withdrawal in cash,15,42279.40,Payment on Statement,,
348085,1180,2016-11-30,Withdrawal,Withdrawal in cash,15,38267.60,Payment on Statement,,
350230,1189,2016-11-30,Withdrawal,Withdrawal in cash,15,18780.10,Payment on Statement,,
347745,1179,2016-11-30,Withdrawal,Withdrawal in cash,3680,13957.10,,,
347788,1179,2016-11-30,Withdrawal,Withdrawal in cash,15,13942.50,Payment on Statement,,
353320,1200,2016-11-30,Withdrawal,Withdrawal in cash,15,58639.20,Payment on Statement,,
1234554,4225,2016-11-30,Withdrawal,Withdrawal in cash,15,47683.60,Payment on Statement,,
1243666,4254,2016-11-30,Withdrawal,Withdrawal in cash,28500,50907.50,,,
1239116,4240,2016-11-30,Withdrawal,Withdrawal in cash,15,73874.80,Payment on Statement,,
1243599,4254,2016-11-30,Withdrawal,Withdrawal in cash,15,50892.90,Payment on Statement,,
